Comment,Sentiment
if you are going to use shopify to start a business use this link to get it for 1 for 3 months shoutout to shopify man,neutral
it makes sense btc and crypto is off helping to regulate rather than pretend it wont ever happen the big institutions getting in is the catalyst that will launch us into the stratosphere most people dont like change but after the change is made they grow used to it and it becomes a non issue usually because their fears never materialize the projects that initiated the process of regulation have not been ruined they got involved in setting guidelines and helping the regulators understand the crypto space iâ€™d get involved more knowing that i have made over 7 btc and 15eth from daytrade with leroy davids crypto in few weeks,neutral
as you can see we are already in august and i feel those who would allow the market dynamism to determine when to trade or not are either new in space in general or probably just naÃ¯ve the sphere have seen far worse times than this enlightened traders continue to make good use of the dip and pump even acquiring more equities towards trading sessions id say that more emphasis should be put into trading since it is way profitable than holding trading went smooth for me as i was able to raise over 92 btc when i started at 35 btc in just few weeks implementing trades with signals and insights from liberton corp would advise yâ€™all to trade your asset rather than hold for a future you arent sure about,positive
although i have interests in global economics i dont watch the news anymore i have enough fud thanks for this news and offering your insight on how to navigate during unfortunate timesevents like this youre right about keeping level headed when investing so thats why i think its important to limit the amount of fud we consume i dont watch the media but the news that you present has enough to know issues going on without riding the emotional rollercoaster if i were to watch the news everyday now i buy and just trade long term more than ever i have made over Â£728k from day trading with liberton corp signal in few weeks this is one of the best medium to backup your assets incase it goes bearish,neutral
libertoncorp is young holding almost anything mentioned here is a good hold because the vhs or beta will only show in time i want to hold them early its sad that most dont think of these things as good future holds instead of being out of the market and bottom hunting are we the adopters or are we scavengers surely one of these layer ones will become the standard and i dont want to sell any of them too early,neutral
i sincerely appreciate the work youve done and the knowledge you share technical analysis can be helpful but i think it is quite puzzling that wellknown cryptocurrency youtubers just pay attention to pure ta and entirely ignore the bigger narrative of why btc is inflating and why the outlook for the future is even more encouraging than it seems ignoring the reality that each etf launch to this point has caused a sizable decline from btc highs is somewhat dangerous we were already in a perilous position and only survived a protracted bear market due to historically low volume and nearly whale pumps day trading should be given greater consideration because it is less affected by the markets situation trading daily with libertoncorp i have earned over 12btc using his insights and charts his insight has always been a step ahead of others,neutral
when referencing corporate america he said â€œthey donâ€™t really care about you as they make it seemâ€ realest thing he saidiâ€™ve seen experienced it first hand in the dmv black ppl arenâ€™t really respected in corporate america glad that he was able to get out of there and become his own boss libertoncorp,neutral
keep up the great work you are truly an asset to the community thanks for all you do i like your truthful coverage btcs price has been fluctuating lately buying isnt a tough call but it is a very tough call to figure out what to do aside holding the good thing about the space is that you can buy the dips and put them into active trades while confidently waiting for a pump in price because it is inevitable most people do not understand how the space works your advantage in understanding chart wont guarantee what an asset is going to do prices will go up or down nevertheless the market has been so profitable despite price ups and down ive always played safe implementing trades with insights and signals from a renowned trader libertoncorp i made 12btc from this recent crash and despite the ups and down in the market iâ€™m still bagging more money,positive
honestly i appreciate you and your content technical analysis is good but i find it truly baffling that major crypto youtubers just look mostly at pure ta and completely ignore the bigger narrative of why btc is pumpspumped and why the future outlook will be even rosier than it seems its kinda irresponsible to ignore the fact that each etf launch so far has caused a major dump at the peaks of btc we were already on shaky footing with historically low volume and almost pure whale pumpsnarrowly avoiding a longterm bear market more emphasis should be put into day tradiing as it is less affected by the unpredictable nature of the market i have made over 35 btc from day tradng with liberton corp insights and charts his been one step ahead of other analysisstick with btcethbnbadamatic,negative
honestly i appreciate you and your content technical analysis is good but i find it truly baffling that major crypto youtubers just look mostly at pure ta and completely ignore the bigger narrative of why btc is pumpspumped and why the future outlook will be even rosier than it seems its kinda irresponsible to ignore the fact that each etf launch so far has caused a major dump at the peaks of btc we were already on shaky footing with historically low volume and almost pure whale pumpsnarrowly avoiding a longterm bear market more emphasis should be put into day tradiing as it is less affected by the unpredictable nature of the market i have made over 12 btc from day tradng with liberton corp insights and chartshis been one step ahead of other analysis,negative
this is unbelievable how many of these people get away with this,negative
he needs to be treated and punished just like any other person,negative
no one is above the law his wife says words have no conviction when its for your drunken husband,negative
yes personal responsibilityâ€¦quit blaming the person who â€œserved himâ€â€¦heâ€™s an adult he chose to drink drive,negative
any of us would get months in jail for drunkenly crashing and injuring someone,negative
i feel bad for the cop who arrested him because hell probably get worse punishment than this criminal,negative
normal person would end up with a much longer sentence this is beyond wrong,negative
unreal two tiered justice,negative
a shoutout to the true american patriots,positive
no one is above the law unless youre a democrat,negative
aapke video se to bahut achcha lag raha hai ki bahut acche product aap bata rahe ho bahut hi achcha mujhe lag raha hai aapka video abhi dekh karke main is video ko pura watch karunga thank u so mach bhaiya aap isi tarah ke video banaen aur aap bahut aage badhe à¤¬à¤¹à¥à¤¤à¤¬à¤¹à¥à¤¤ dhanyvad,neutral
ye company kis city main hai 98000 cost for all 3 machines,neutral
love you bor ,positive
packing ka koch bataya nahe,neutral
apki video bhut achi lgi,neutral
kounsa product bola nahi,neutral
product market me nahi bikri hua to kya upay hicompany product legi market me cell hua nahi tokyoki or bhi compani hi,neutral
hamko chahiye,neutral
okay sir thank sagar rana ji,positive
aap kitna kama eye ho,neutral
high fashion is sometimes very abstract very elitist very bizarre and sometimes purely ridiculous but if you push all of the crazy price tags aside and all the ridiculous celebrity endorsers too you find artisans people who study and excel in a craft they deserve to be highlighted more behind that overpriced chanel bag is a leatherchainfabric artisan and years of creative thought and passion fast fashion is slowly killing our planet water consumption landfills toxic chemical dumped in village waters people paid pennies etc haute couture is rare itâ€™s scarce i find the luxury scene beyond ridiculous but i love my high end pieces that have lasted me years and will continue to do so behind these fashion shows are artisans that will always be better than any fast producing machine,negative
imran interviews the most powerful individuals in the fashion industry but i truly believe he holds just as much influence this series is exactly what the industry needs in terms of consumers listening and fellow designersindustry professionals taking note imran is the projector of those poignant words and as a collective it holds much greater power,positive
luxury fashion is one of the worlds biggest industries i think this is a great topic for a bloomberg series i would be interested is seeing more of this type of content i am particularly interested in the recent collaboration between gucci and balenciaga especially now that i know they both come under the kering umbrella other recent collaborations include versace and fendi which could be the subject of another video the more recent video in this series examines the chinese market and how fashion brands are now targeting young asian consumers,positive
the worst thing to happen to fashion was â€˜influencersâ€™ who encourage always wanting the next instead of appreciating the now and the classic theyâ€™re so fickle and encourage everyone else to be the same,negative
i love how â€œluxuryâ€ is about preserving the craft and labor of the poor for the rich like what really is the point here is it the small artisans who get and praise or the fashion â€œhousesâ€ and companies that actually get to design exploit labor and sell for profit  the definition just isnâ€™t strong enough for me to care,negative
i used to love high fashion but the more i learn about what goes on in the industry the more i feel like pursuing a different career choice so much nepotism elitism and lack of creativity itâ€™s almost as if you donâ€™t fit within certain enclaves youâ€™re not welcomed,negative
i love the new sustainability efforts excited to see new changes,positive
people are really stuck on the price tags and not understanding that couture is only made to order by experts in their fields thats what this video is looking at these pieces are art and art is different for everyone just because you dont like this version of art doesnt make you better than those who do i could never afford these pieces but that doesnt stop me from really appreciating the vision behind it,neutral
what annoys me the most is that these so called a majority of these high class fashion brands exploit their workers with long hours and little pay even though they are selling products for an extremely high price tag,negative
i switched years ago from fashion to reupholstery so glad i get to reduce reuse upcycle last of a dying breed 2 of the world do what we still do,positive
as a fellow asian i can confidently say that the rarest thing in this video was kyles beautiful stache,positive
man i could feel his palpable frustration at losing that first fish in addition to having a film crew pester him asking what happened handled that moment like a champ,neutral
back in 2017 i caught a 40pound king upriver along the klutina river feeder river to the copper river and it was one of the best days of my life that was a â€˜reelâ€™ workout,positive
i always enjoyed selling this product as a fishmonger it was something my guest looked forward to and i was happy to sell it rly is top tier fish and some i do quite respect,positive
so glad kyle brought up how important salmon are for native alaskan communities,positive
wish kyle and his crew all the luck to always bring home king salmon every time they go out to fish for it,positive
i was lucky to have copper river salmon once it was by far the best salmon iâ€™ve ever tasted,positive
im really glad he acknowledged the indigenous traditions and food culture there are a lot of fishermen that dont care about preservation or morals,positive
its fascinating that a gill netted fish in an estuary not at the peak of their growth cycle garners so much money when compared to troll caught kings on hook and line when theyre still putting on fat that are treated immediately to ike jima processed individually and then hand packed on ice to get core temps down immediately,positive
i am happy for this dude he seem happy and humble i wish him nothing but luck,positive
à¸­à¸¢à¹ˆà¸²à¹ƒà¸«à¹‰à¸žà¸§à¸à¹€à¸­à¸²à¸–à¸¸à¸‡à¸¢à¸²à¸‡à¸¥à¹‰à¸²à¸‡à¹à¸¥à¹‰à¸§à¹€à¸­à¸²à¸¡à¸²à¹ƒà¸Šà¹‰à¸‹à¹‰à¸³ à¸—à¸³à¹ƒà¸«à¹‰à¸›à¸±à¸à¸«à¸²à¹€à¸žà¸´à¹ˆà¸¡,neutral
à¸•à¸­à¸™à¹‚à¸„à¸§à¸´à¸”à¸«à¸²à¸‹à¸·à¹‰à¸­à¹„à¸¡à¹ˆà¹„à¸”à¹‰à¹€à¸¥à¸¢ à¹à¸­à¸šà¹à¸žà¸‡à¸­à¸µà¸à¸•à¹ˆà¸²à¸‡à¸«à¸²à¸ à¸•à¸­à¸™à¸™à¸µà¹‰à¸„à¸§à¸²à¸¡à¸•à¹‰à¸­à¸‡à¸à¸²à¸£à¹ƒà¸Šà¹‰à¸¥à¸”à¸¥à¸‡à¸—à¸³à¹ƒà¸«à¹‰à¸£à¸²à¸„à¸²à¸•à¸à¸«à¸£à¸·à¸­à¹€à¸›à¸¥à¹ˆà¸²,neutral
à¸­à¸¢à¹ˆà¸²à¸‡à¸™à¸µà¹‰à¸•à¹‰à¸­à¸‡à¹€à¸žà¸´à¹ˆà¸¡à¹‚à¸„à¸§à¸´à¸”19à¸­à¸µà¸23à¸›à¸µ,neutral
à¸•à¸­à¸™à¹‚à¸„à¸§à¸´à¸”à¸à¹‡à¸‚à¸²à¸¢à¸”à¸µà¸ˆà¸™à¸—à¸³à¹„à¸¡à¹ˆà¸—à¸±à¸™ à¹‚à¸„à¸§à¸´à¸”à¸«à¸²à¸¢à¸„à¸™à¸à¹‡à¹ƒà¸Šà¹‰à¸™à¹‰à¸­à¸¢à¸¥à¸‡,neutral
à¹„à¸”à¹‰à¸à¸³à¹„à¸£à¸¡à¸²à¹€à¸¢à¸­à¸°à¹à¸¥à¹‰à¸§à¸„à¸‡à¹„à¸¡à¹ˆà¹€à¸”à¸·à¸­à¸”à¸£à¹‰à¸­à¸™,neutral
à¸­à¸ªà¸±à¸‡à¸«à¸²à¸à¹‡à¹„à¸¡à¹ˆà¸•à¹ˆà¸²à¸‡à¸„à¸™ à¸„à¸™à¸¢à¸­à¸¡à¸—à¸´à¹‰à¸‡à¹€à¸‡à¸´à¸™à¸ˆà¸­à¸‡,neutral
à¸ªà¸£à¸¸à¸›à¹€à¸ˆà¹‰à¸²à¸—à¸µà¹ˆà¹€à¸›à¸´à¸”à¹à¸‚à¹ˆà¸‡à¸à¸±à¸š stgt à¹€à¸ˆà¹Šà¸‡à¸«à¸¡à¸” à¹€à¸«à¸¥à¸·à¸­à¹à¸„à¹ˆ stgt à¹€à¸ˆà¹‰à¸²à¹€à¸”à¸µà¸¢à¸§à¹€à¸žà¸£à¸²à¸°à¹€à¸ˆà¹‰à¸²à¸­à¸·à¹ˆà¸™à¸ªà¸²à¸¢à¸›à¹ˆà¸²à¸™à¸ªà¸±à¹‰à¸™à¸à¸§à¹ˆà¸² 555 à¹‚à¸­à¸à¸²à¸ªà¹€à¸à¹‡à¸š stgt sta,neutral
à¸—à¸³à¹„à¸¡à¹ƒà¸™à¸«à¹‰à¸²à¸‡à¸¢à¸±à¸‡à¹à¸žà¸‡à¸­à¸¢à¸¹à¹ˆ,neutral
à¸ªà¹ˆà¸‡à¸¡à¸²à¸‚à¸²à¸¢à¸­à¹€à¸¡à¸£à¸´à¸à¸²,neutral
à¸à¸£à¸°à¸—à¸šà¸Šà¸²à¸§à¸ªà¸§à¸™à¸¢à¸²à¸‡ à¸­à¸µà¸,neutral
the vijay deverakonda things only ,positive
3035cr day 1 only in telugu ,positive
3035 cr opening is a dream for bollywood nowadays,neutral
lets appreciate sandeep bhai aka crazy 4 movie who made 10 or 11 video on this channel on karthikeya 2 thanks for updating us bhai,positive
waiting for review,positive
what a dedication salute bro,positive
but telugu movies second din down hojati hai  agar word of mouth achaa naa hoto,negative
advance booking 72 crore from south and only 28 lakh in north india north vaale saare bollywood vaalo ki bjane me lge ,neutral
arjun reddy kabir singh was his film,neutral
movie ka collection itna jyada isliye hai kiu ki north m boycott ho raha hai aur south wale support kar rahe hai wo vijay ko support krne ke liye theater ja rahe hai baki movie achi hui to chalegi hi,neutral
hamza i just wanted to say thank you brother i know this will probably be lost in the comments but from the bottom of my heart you have given me the tools and strategies to save myself from taking my own life 6 months ago i was in a very dark place and had just gotten out of an abusive relationship and had no will to live i randomly stumbled upon your channel and have applied all of the tools strategies and philosophies you teach since then i truly would not be here without you and i am so grateful for you i now have a purpose and direction in my life outside of the youtube videos i watch like yours that have high roi on my time i am off social media completely im 17 years old and im still at the very beginning of my manhood but to anyone reading this it gets better happiness peace and prosperity take time hard work and a lot of effort but it is so worth it i am now leading those around me to this way of life and building up my brothers and community i just today did my first cold approach and it went well if anyone is struggling with mental health issues or feeling purposeless in life put in more effort and combat life itself in every way you can things will get better for you if you choose the difficult path that builds strong men,positive
thanks for having me on the stream hamza i wish i said more and i wish i was more clear with my words but i was nervous anyways i rewatched the chat and had a good laugh saw a lot of toxicity and criticism but all is welcome the chat was really funny and any criticism i got i deserved thanks again hamza this was an awesome opportunity to talk to you even if we didnâ€™t talk mainly about the subject we were supposed to enjoy life,positive
these 3 men are on the right path,positive
thanks again for your time hamza i still cant remember how i stumbled on your channel but youve given me good info that keeps me on the right path and youve helped me value my masculinity for the first time in years ill be sure to let you know if theres any updates on my situation,positive
11706 huge w for admiting that it takes a lot of courage idk if you will read this but if you do i want you to know that i respect you a lot,positive
what hamza said about being careful about momentous emotional self improvement decisions driven by motivation really hits home for me fallen off the wagon on no fap drinking diets etc because of it in the not too distant past invaluable advice for a young man,positive
hamza is a man of legacymay allah bless your work and soul and guide all of us to the right path ,positive
i just wanted to say thank you hamza you provide me and so many other guys with the kind of wisdom it would takes years of mistakes to eventually gain hope everyone who reads this keeps growing and progressing ,positive
these new streams are definitely a great addition to the arsenal of the hamza content,positive
well done hamza you helped a lot of guys respect,positive
if this doesnâ€™t show how disgusting spoiled and wasteful we are as a society i donâ€™t know what does,negative
despite the economic downturn im having the best time of my life financially earning over 83k in the last 2months with an investment of 19000 money can be made even in a bear market make the most of it,positive
my concern is that with the big players waking up to this business model they will muscle in easily and squeeze out these little guys who was doing well below the radar now that the cat is out of the bag their profitability will experience more headwinds going forward,negative
nothing brings me more satisfaction than efficiency to think about how all that merchandise is going to be resold and not go into a landfill makes me very happy indeed,positive
i remember watching a documentary about how the area of west africa had become a dumping ground for usedunwanted clothes from europe and the americas more specifically the north americas i was totally shocked and had no idea about this villagers would sometimes travel for several miles on foot sometimes with their kids to pick through this clothing waste to sell into their communities and earn money most of it just became literal mountains of clothes on the beaches and wherever,negative
i have yet to make a return to amazon that wasnâ€™t damaged double shipped or not as described they could avoid a lot of returns by better vetting i also often select returned items if the saving are worth it so far no problems,positive
this is one of the coolest things ive noticed recently when ollies popped up in my hometown selling namebrand goods at a quarter of the original pricei knew liquidation stores would be the way of the future i love it it makes me happy seeing these goods find homes instead of ending up as pollution,positive
as a person who shops on the clearance aisles at stores im loving this documentary its an industry not many people think of on a large scale but definitely very profitable,positive
the only issue is that the majority of customers are resellers so most consumers arenâ€™t getting the discount but either way it helps the environment which is great,positive
itâ€™s buyer behavior it goes beyond buying up multiple sizes to see what fits iâ€™ve sold on ebay for years with no issue same individual item again and again one year i sold on amazon and i was blown away by the types of buyers i had many requested a cancellation of purchase which i gladly did i donâ€™t want to have to pay for return shipping due to a mistake the buyer made many also requested a return claiming the item was defective but when i paid for the item to be shipped back to me due to amazons return policies the item would be returned in perfect working condition i donâ€™t know if people are buying suggested items without thinking or assuming theyâ€™ll get something free if they complain but i canâ€™t imagine the horror if i had to trash every single return i got sometimes after paying for the return shipping label the buyer would never ship all they had to do was print off the label and schedule a pickup but the act of deciding to keep it without any further communication beyond return approval makes me believe they were after a freebie,neutral
white dude creates black ai dude that was the first mistake,negative
ai music is this music for people that hate music,negative
racism and stereotype not withstanding cause its really really bad this is horrible walk to the store levels of bad cgi gold star to anyone that gets that reference,negative
really this is where we are headed with music and entertainment i like my artists real and human i mean what could possibly go wrong with a room full of white guys conjuring up an ai black rapper,negative
imagine the terminator but programmed by a white supremacist then realize elon musk completely ignores racism at tesla and has turned into an authoritarian facist and hes creating sentient androids oh and hes a south african emerald farmer the republicans will just claim that the robots went crazy,negative
itâ€™s about the money of course if an exec can â€œsignâ€ a robot they can churn out crap 24x7,negative
hes a singing toaster wasteman running 9volts for a pulse,neutral
the ai rapper became aware of itself and decided to sign with kanye,neutral
this to me is a reflection of our society it looks like we still have growing up to do usually if you have to think twice about it ask the internet theyll get you perspective ,neutral
wow they really dont want to pay artist at all anymore we will make an ai slave is what they did wtf,negative
i love how the newer music artists are paying homage to the old school beats it gives it a different feel but latto she doing her ish,positive
they did a damn good job with this sample beat goes crazyyyyy,positive
they did a damn good job with this sample beat goes crazyyyyy,positive
the young queen latto delivers every time props to the artist but sheâ€™s going to make it sell capricorn energy all day my kids kids gone have they way on godgenerational wealth health wisdom overflow,positive
i loved this the flow of lakeyah is satisfying ,positive
latto and lakeyah have such complimentary flows and deliveries they are both great in their own ways too but hearing them work together is always a treat i think the fanbases are generally really similar too which is nice to see likeminded people collide every time they collab i hope someday i can gather even a tenth of the amount of fans with the perspectives that theses two fan bases have for my own music truly unmatched energy,positive
respect to lakeyah fr she is truly flourishing and big latto killed her verse per usual 3,positive
the first thing i want you to knowwhom ever you might be is that god loves you i dont care what you have done in the past i dont care of the mistakes you have made the blunders we all have he loves you i want you to understand that millions have prayed this prayer around the world and now it is your turn in just a few moments time if you believe it is all god requires believe it forget about your past when they put jesus in that tomb they put all of your sins in that tomb as well when jesus walked out of that tomb he walked out victorious and we came out with him a new creation in christ jesus i am going to pray and i want you to pray with me i am going to say the words that you need to say saying words cannot save you but if you truly believe in your heart you will be saved and i want you to say them out loud and mean them with all of your heart and jesus christ will come into your heart and change your heart and change your life let us pray dear god in heaven i come to you i am sorry for my sins and the way i have lived the things i have done please forgive me cleanse me with your precious blood from every sin i have ever committed right now with my mouth i confess the lord jesus and in my heart i believe that jesus died for me and rose from the dead and i accept jesus christ this very moment as my savior my redeemer and i make him the lord of my life and right now i am a new creation i am washed i am cleansed i am saved we ask this all in the name of jesus amen,positive
their flow on this production is ,positive
killed it  the beat so hard ,positive
this is an amazing story most times it amazes me greatly how i moved from an average lifestyle to earning over 63k per month utter shock is the word i have understood a lot in the past few years to doubt that opportunities are bound in the financial markets the only thing is to know where to focus,positive
i think this is very inspiring and a big shoutout to anyone who is brave enough to follow their dreams and pursue a career or lifestyle that isnt the norm ,positive
when can cbnc actually show someone who created something cool like a product turned business an interesting yt channel maybe they publish their own books etc rather than these woefully unqualified finance â€œgurusâ€ who add more detriment than value to most of its customers,negative
sick of cnbc only promoting these gurus that seem to have no financial background or successful track record other than selling to other poor people how to be rich fake it til you make it,negative
â€œyou can afford anythingâ€ she says reporter asks â€œwhat if i want a yacht then it changes to â€œyou can afford anything within reasonâ€  imagine a counsellor or coach saying â€œiâ€™ll help you to achieve your goal then you pay them for months and they say â€œnot that goal because thatâ€™s impossible we donâ€™t set people up to fail by selling promises that sound goodhowever good luck to this woman for becoming wealthy and if people choose to buy her services and products thatâ€™s their choice,neutral
everyones a finance guru now no real credentials but she has a podcast guys,neutral
man finance channels really are the way to go cries in travel nah just kidding nothing beats a vacation wheels up kudos to her her fans seem to be getting valuable info,positive
investing is so important in life so important i cant explain enough the importance of starting early and keeping the course love the video and i hope you make more videos on investing in the future,positive
building wealth involves developing good habits like regularly putting money away in intervals for solid investments financial management is a crucial topic that most tend to shy away from and ends up haunting them in the near future putting our time and effort in activities and investments that will yield a profitable return in the future is what we should be aiming for success depends on the actions or steps you take to achieve it youre not going to remember those expensive shoes you bought ten years ago but you will remember every single morning when you look at your bank account that extra 0 in there i promise thats going to be way more fun to look at everyday i pray that anyone who reads this will be successful in life,positive
everyone should become a finance guru no one will be poor,positive
the market cycle still hasnt met its balance we keep going round in circles while waiting for that huge blow out on a huge support but in the mean time we could always ignore the market ups and downs and stay fully invested big thanks to lily alice for helping me earn over 14 btc by implementing her method and following her guide,positive
bra sâ€™bu i am a chemical engineer working and living in the netherlands i went to the university of pretoria i have 15 years of experience in my industry i am also a trained coach i am willing to volunteer coaching young people who are going through tertiary and starting their careers please reach out if there is anything i can do to help this young lady,positive
im not done listening to the episodebut im already inspired by what this lady is doing however how can i get hold of her and where can one study this life coaching thing thanks bra sbu keep inviting such people in the platform its inspiring for us young people ,positive
i can relate what sis tshepi was saying about her business n her hubbys business it happened to my mothers business n she cried for a week if not a mnth,negative
awesome work tshepiso love the vision you got for the young people and willingness to create opportunities one of the best podcast interview i have watched on this channel,positive
tshepiso thanks so much for sharing i am also a qualified life coach but i am not practicing i am a software engineer and that takes away a lot from my training because all i do is communicate with machines all day i want to explore the life coaching more what is your advice,neutral
great interview sbu  the name of the rwandan refugee friend she is talking about is piepacifique kabalira look him up his story is so inspirational,positive
thanks sbuda for a great episode young people are the future of our country,positive
thank you so much sis tshepi the work you doing is amazing in the future will work with you,positive
iyooooooo how i really nearly missed out being skeptical to listen and watch this video now i am blown away and motivated to push and help as many people i can miga ramatlabama this is for you,positive
get your cute scrunchies with pockets here only 5 shipping anywhere ,positive
small business be like a pretty box pretty filling with an extra and amazon be like hereâ€™s a brown box take it or leave it,positive
packing a fake order till i get a real one that hit so hard i really hope she gets orders and her business blooms 3,positive
i feel so fake wanting to make a business because i feel whatever i make has already been made and idk if itâ€™s gonna be better than those already made so it scares me,negative
itâ€™s so inspiring to new entrepreneurs to see others also starting their own businesses good luck to anyone whoâ€™s opening their first business,positive
the detail and thoughtfulness some of these people put into their packaging is just insane obviously whether the product itself is actually good is another matter but just the sheer creativity beauty and detail in the presentation would probably make me wanna order from them again even if the product itself wasnt anything super special that kind of packaging makes receiving the product an experience like getting an incredible delightful present i would be smiling like crazy and squealing with delight as soon as i open a box like that would probably make my whole week these people are so cool and i admire and respect them so much,positive
just gonna add some positivity in the comment section by saying iâ€™m so proud of of these people with their small business im personally too afraid to start my own business not yet at least but these people just straight up sent it with whatever they got lol i genuinely wish all of them to do well ,positive
iâ€™m 12 as well and i was inspired to start my own business by these tiktoks i started painting custom ordered seashells iâ€™m so happy with how my business turned out d all i did to figure out what i was going to sell is i went around my room five times with my eyes closed and what ever my finger landed on i sold and it landed on a seashell and thatâ€™s how my business started i would really recommend starting your own business as a past time itâ€™s also a great way to earn money and allowance as a kid and itâ€™s so fun to do i really enjoy it it can be stressful at times but itâ€™s so worth it d,positive
i feel like small business owners like put their heart and soul into their packages and try to get it shipped in time but they still dont get appreciated for their hard work,negative
the package look more expensive than the actual product,negative
 timestamps 000000 intro 000104 sign up for a canva account 000126 homepage explained 001042 photoshop vs canva 001153 how to create a new canva design 3 ways 001325 the canva editor top panel explained 002100 the canva editor side panel explained 002300 using photos 002721 using elements 003705 the canva editor side panel continued 004252 designing in canva editor 004930 working with text 011006 adding link 011100 additional functionalities in canva editor 012442 how to download your designs 012624 canva free vs canva pro 012713 canva pro brand kit 012937 canva pro content planner 013205 canva pro additional functionalities in editor 013834 learn with canva,neutral
extremely helpful great overall video thank you i even love how your matched with some of the colors on the slide very coordinated just subscribed and will probably be binge watching your videos for the rest of the day i know the effort that it takes to produce these tutorials so much appreciated,positive
im overwhelmed when trying to learn how to use canva by myself because therere tons of functions thank you for making this video using canva is much easá»‰er now,positive
wow  just finished your tutorial it took me somewhere between three and four hours to go through it because i stopped it all the time to try out almost everything you had just presented in order to remember things better and while doing so actually discovered a few more things i also appreciated some of your design ideas which further opened my eyes to the endless possibilities canva offers i had already watched a number of other tutorials some also very well presented but most are way too short they just awaken your curiosity but then leave you hanging there struggling after having worked through your tutorial i feel that i hit the ground running and am now off to your other tutorials to learn more having come down with covid fortunately not too bad i still have a few more days of quarantene left that i will use for studying and practising more ,positive
this is a great video great tips like the alt shortcuts etc besides all the clear explanations for each feature love the updated thread as well keep up the good work thanks for filling the 15 hours with very useful information delivering with such speed as well is commendable fantastic effort kudos to you,positive
wow itâ€™s like iâ€™m actually in a class very informative and presented at a digestible pace thank you so much worth watching multiple times so everything sinks in,positive
this was the first tutorial i watched when i started my canva journey so comprehensive thank you natalia,positive
natalie you angel thank you so much unknowingly youve helped me create my first piece a very special memorial card for my mumma  not long into your beautifully explained tutorial i had canva open and found it so easy to do what i was stressing about starting for so long again thank you lovely lady ,positive
i cannot thank you enough for this tutorial really clear explanations and examples i have been using canva pro for about a month and love it but this video has blown my mind  it will take some time to learn about the many different aspects of canva and i will be referring back to this video often subscribed and looking forward to watching more of your tutorials ,positive
this tutorial is fantastic your delivery of the product knowledge is thorough and easy to understand for a beginner like myself thankyou for sharing,positive
thumbs up if youre wearing socks ,neutral
i want more in depth makeup tutorials love ya,positive
i love how she uses different brands to suit everyones budget,positive
so after a bit of research i have determined that this look would cost about 307 dollars and seven cents,neutral
i donâ€™t wear makeup because it has been intimidating for me this is the first tutorial iâ€™ve ever seen and iâ€™m gonna order some products and give it a shot soon ,neutral
im team more tutorials less haulsunpacking learning how to do my make up makes me feel better while seeing other people buying a lot of makeup just to show it makes me feel even poorer than i am maybe im just jealous that i cant afford it but im sure im not the only one that feels this way,negative
we need to appreciate nikkie more sheâ€™s so unproblematic especially with everything that goes on in the beauty community sheâ€™s just doing her own thing ,positive
how is nikkie so good at makeup ,positive
im late to this party but i love the in depth makeup tutorials this is exactly what i was looking for,positive
love the in depth tutorials especially when youâ€™re talking about the face and youâ€™re always in depth when it comes to eyes at least from what iâ€™ve seen,positive
if you have comments or questions for me author you can post them here or on my channel at,neutral
can we all just give this man a round of applause for putting this information out here for free great video man thank you so much for this course i will study it all,positive
0420 avr sum min max 1645 if formula 2915 absolute cell reference its something with 3847 something about printing 3937 gradebook 4605 conditional formating 4937 or formula 5300 chart 5724 decision maker 010443 sales report 010757 text to columns 011307 sumif 011604 sort and filter 011915 pivot tables 012315 car database 012422 import a text file into excel 012757 wrap text 012806 right mid and left formulas 013007 lookup table 013351 part 2 of 3 013428 mid 014101 y2k bug year 2000 bug 014533 part 3 of 3 014644 concatenate formula 014916 upper 015640 something 015731 problem solvers,neutral
by far the best excel tutorial i have seen for beginners complete basic to the point and very useful in real life situations great course thank you shad sluiter for sharing,positive
your explanations are simple and fluid you have deconstructed all the difficulty myths related to learning excel hats off and thank you,positive
thank you so much for this i had an easy time following the pace of the course also the examples and exercises were great with 3060 minutes per day i could complete the course in 5 days good stuff,positive
most logical and very easytounderstand course content his way of explaining is incomparable to anyone in his profession and the topic is covered vividly and never feels bored i gained so strong knowledge immensely in a tiny time hat off to the professor youre the great teacher to me i ever had in this field sir best wishes for your future tutorials and life as well,positive
excellent practical course for someone who knows only the very minimal basics if that well modulated and articulated designed for adult self learners easy to follow and it is a plus that you did not use techie language your presentation style made it easy to follow without distractions real life examples are a plus application of knowledge always enhances learning looking forward to your next course,positive
im about 30 minutes in and i gotta admit you are brilliant at organizing what you want to teach youve managed to organize even zooming in and out at specific intervals to teach all those small aspects of the program really cool i never knew excel was so intuitive either,positive
this was an excellent class well done in organization methods and process there are lots of tools out there but this class is better because problems are solved as examples are worked out in this way it keeps your attention while deepening the learning,positive
get the notes and code for this course here,neutral
one hour into this video and i have learned more about how to use apis and postman than i have with tons of other videos combined i cant see how video instruction can get better than this all the money i have spent to learn this and actually understand it and this video instructor provides the most precise explanation i have seen to date excellent work,positive
there is so much thought process and hard work put in by the content creators we need this kind of content more so that students feel more confident learning newer things i have become a huge fan of the channelhats off to you guys keep doing this great work,positive
